1,73.945478,40.670543
2,118.411201,34.112101
3, 87.684965, 41.83705
4, 95.386728, 29.7687
5, 75.134678, 40.006817
6, 117.13577, 32.81495
7, 83.102198, 42.3831
8, 96.765249, 32.794151
9, 112.071399, 33.54255
10, 98.505355, 29.45765
11, 121.849783, 37.304
12, 76.610616,39.3008
13, 86.146196, 39.7764
14, 122.55478, 37.79325
15, 81.657695, 30.334543
16, 82.987381, 39.988933
17, 87.96674, 43.063439
18, 90.005716, 35.105778
19, 77.016167, 38.90505
20, 71.017892, 42.336029
21, 122.350326, 47.6218
22, 106.437549, 31.84925
23, 81.678511, 41.4797
24, 89.931355, 30.065846
25, 86.784829, 36.17155
26, 104.872655, 39.768035
27, 97.750522, 30.30588
28, 97.336249, 32.753901
29, 97.513491, 35.46705
30, 122.6582, 45.538564
31, 94.554781, 39.122474
32, 118.159824, 33.7889
33, 110.891717, 32.195816
34, 90.244299, 38.63605
35, 80.834514, 35.19755
36, 84.422592, 33.7629
37, 76.043668, 36.739356
38, 106.624636,	 35.117218
39, 122.22455, 37.771544
40, 79.976702, 40.439207
41, 121.46736, 38.56685
42, 93.266849, 44.96185
43, 95.916407, 36.12775
44, 84.505957, 39.139801
45, 80.210845, 25.775667
46, 119.79287, 36.7806
47, 96.011745, 41.2639
48, 83.581649, 41.66395
49, 78.859684, 42.8898
50, 97.342674, 37.68735
51, 93.103686, 44.947744
52, 91.126043, 30.448967
53, 78.658753, 35.82195
54, 77.474584, 37.53105
55, 90.207591, 32.3205
56, 93.617405, 41.576738
57, 96.688171, 40.8164
58, 89.387519, 43.0798
59, 86.284287, 32.3544
60, 92.354076, 34.7224
61, 71.419732, 41.82195
62, 111.92992, 40.777267
63, 72.683866, 41.7657
64, 84.553996, 42.7091
65, 116.2261, 43.606651
66, 84.281399, 30.457
67, 95.691999, 39.0379
68, 123.02205, 44.9245
69, 89.644654, 39.781433
70, 73.799017, 42.66575
71, 80.886341, 34.039236
72, 74.764224, 40.2234
73, 81.630439, 38.35055
74, 105.95414, 35.678502
75, 76.884503, 40.27605
76, 104.79234, 41.14545
77, 100.76729, 46.805467
78, 119.74324, 39.148328
79, 71.560077, 43.231594
80, 92.190459, 38.571902
81, 122.89376, 47.041917
82, 76.503033, 38.97165
83, 75.517441, 39.158691
84, 84.865203, 38.19077
85, 112.02038, 46.596522
86, 69.729714, 44.330647
87, 100.32248, 44.372982
88, 72.571854, 44.266482
